0, 6, 0, 5, 0, 9, 13, 3, 8, 12, 2, 12, 3, 12, 8, 14, 4, 1, 7, 17, 11, 9, 0
0, 5, 15, 9, 2, 13, 2, 0, 6, 10, 12, 3, 13, 11, 1, 8, 3, 13, 9, 5, 15, 5, 0
0, 6, 16, 10, 2, 3, 1, 4, 14, 4, 8, 10, 2, 3, 11, 7, 11, 3, 12, 10, 0
